Customer ID,Age,Gender,Location,Marital Status,Household Income,Family Members,Education Level,Plan Type,Subscription Duration (months),Monthly Charges,Data Usage (GB),Voice Minutes Usage,SMS Usage,Preferred Communication Channel,Preferred Communication Time,Preferred Services/Features,Preferred Payment Method,Feedback Score,Interactions with Customer Service,Complaints Reported,Churn Label
585,30,Female,Miami,Widowed,35793,5,Associate's,Postpaid,40,99,8,525,99,Email,Evening,Unlimited Data,Bank Transfer,6,4,1,0
586,67,Female,New York,Widowed,132827,5,Associate's,Prepaid,2,67,20,1539,351,Phone,Afternoon,Unlimited Data,Credit Card,8,2,2,0
587,77,Male,Chicago,Married,35571,4,Bachelor's,Postpaid,42,31,42,125,357,SMS,Evening,Unlimited Data,Credit Card,9,3,0,0
588,59,Male,Miami,Widowed,126867,5,High School,Prepaid,9,115,22,1494,289,Email,Morning,Data Rollover,Online,6,3,2,0
589,47,Male,Chicago,Widowed,46209,3,Master's,Postpaid,23,113,19,484,230,SMS,Afternoon,Data Rollover,Credit Card,7,2,0,1
590,36,Male,New York,Widowed,143550,2,High School,Prepaid,15,118,30,155,82,SMS,Anytime,Family Plan,Bank Transfer,9,3,0,0
591,34,Female,New York,Widowed,120930,5,Master's,Prepaid,13,108,28,1376,243,Phone,Evening,Family Plan,Bank Transfer,9,2,2,1
592,73,Male,Miami,Single,73148,3,High School,Postpaid,23,142,35,733,269,Phone,Evening,Unlimited Data,Credit Card,8,2,1,0
593,36,Male,New York,Widowed,121218,3,Bachelor's,Prepaid,17,122,43,205,122,Phone,Anytime,Unlimited Data,Bank Transfer,9,3,2,1
594,45,Female,Houston,Single,32224,3,Master's,Postpaid,48,101,11,1253,55,Email,Evening,Unlimited Data,Debit Card,8,0,2,1
595,75,Male,Los Angeles,Single,136693,3,Master's,Prepaid,2,66,31,948,283,SMS,Morning,Family Plan,Online,6,1,1,0
596,72,Male,Miami,Widowed,78695,4,Master's,Prepaid,20,78,49,769,52,Email,Anytime,Unlimited Data,Bank Transfer,7,4,0,0
597,43,Male,Chicago,Divorced,139988,3,Associate's,Postpaid,20,81,48,475,217,Email,Evening,International Calling,Credit Card,7,1,2,1
598,54,Male,Houston,Single,138944,4,Associate's,Postpaid,59,62,39,842,426,Phone,Anytime,Family Plan,Online,9,4,1,0
599,43,Male,Miami,Divorced,62441,4,High School,Postpaid,46,51,36,1066,358,SMS,Afternoon,International Calling,Bank Transfer,9,4,1,0
600,70,Male,New York,Divorced,136966,3,Bachelor's,Prepaid,3,143,30,407,112,SMS,Anytime,Unlimited Data,Online,6,1,0,0
601,79,Female,New York,Widowed,69129,2,Associate's,Postpaid,55,140,23,190,133,Phone,Evening,Data Rollover,Credit Card,8,2,1,0
602,40,Female,New York,Married,130252,3,Master's,Prepaid,12,34,19,1516,19,SMS,Morning,International Calling,Debit Card,7,3,0,0
603,26,Male,New York,Widowed,92368,3,Associate's,Postpaid,40,132,12,1657,338,Phone,Anytime,Family Plan,Debit Card,8,0,2,0
604,29,Male,Chicago,Married,140395,3,Bachelor's,Postpaid,2,47,15,901,196,Email,Anytime,International Calling,Bank Transfer,6,0,1,0
605,70,Female,Houston,Married,122122,2,Associate's,Postpaid,36,67,31,209,40,Email,Evening,Family Plan,Debit Card,7,0,2,0
606,18,Male,Los Angeles,Widowed,74760,1,Master's,Postpaid,14,147,43,1684,165,Phone,Morning,Unlimited Data,Bank Transfer,7,1,1,0
607,75,Male,Chicago,Widowed,53478,1,High School,Postpaid,16,146,37,1764,69,Email,Morning,International Calling,Online,5,1,1,1
608,75,Male,Chicago,Married,101854,4,Master's,Postpaid,19,66,37,684,258,Email,Afternoon,Data Rollover,Bank Transfer,6,2,2,0
609,18,Female,Los Angeles,Widowed,124230,4,Bachelor's,Prepaid,34,123,15,439,396,Phone,Afternoon,International Calling,Bank Transfer,6,0,1,0
610,64,Male,Los Angeles,Married,115716,2,High School,Postpaid,44,144,29,1688,383,Email,Evening,Data Rollover,Bank Transfer,5,2,2,0
611,51,Female,New York,Divorced,42180,5,Associate's,Prepaid,46,124,43,1078,448,SMS,Morning,Family Plan,Debit Card,8,0,2,0
612,49,Male,Chicago,Widowed,128538,1,Associate's,Postpaid,6,93,26,455,279,Email,Morning,Unlimited Data,Bank Transfer,5,1,0,0
613,79,Female,Miami,Divorced,45372,4,Associate's,Postpaid,13,39,44,267,451,Phone,Afternoon,Unlimited Data,Credit Card,6,3,2,1
614,71,Female,Los Angeles,Single,59796,1,High School,Postpaid,36,108,2,656,226,SMS,Afternoon,Data Rollover,Bank Transfer,8,3,0,1
615,65,Male,Los Angeles,Divorced,88272,2,Master's,Prepaid,22,71,20,1575,408,SMS,Evening,Family Plan,Online,7,3,2,0
616,42,Female,Houston,Divorced,148295,2,High School,Prepaid,18,77,15,1004,11,Email,Morning,Unlimited Data,Credit Card,5,3,1,1
617,57,Male,Miami,Married,119963,5,High School,Postpaid,12,73,4,204,33,SMS,Anytime,Family Plan,Online,8,4,2,0
618,62,Female,Miami,Divorced,128826,5,Bachelor's,Prepaid,52,111,22,249,215,Phone,Afternoon,Data Rollover,Online,8,0,1,0
619,70,Male,Los Angeles,Widowed,123635,2,High School,Postpaid,59,116,38,245,329,SMS,Evening,Data Rollover,Online,8,3,0,1
620,18,Male,New York,Married,141022,4,Associate's,Postpaid,54,126,23,815,208,Email,Morning,International Calling,Credit Card,5,4,1,1
621,33,Female,Houston,Single,84040,1,Master's,Prepaid,30,45,26,973,365,Email,Morning,Unlimited Data,Credit Card,7,4,2,1
622,78,Male,Miami,Widowed,105357,3,Master's,Prepaid,53,83,11,398,123,SMS,Afternoon,Unlimited Data,Debit Card,8,4,1,1
623,56,Male,Los Angeles,Single,101368,5,Master's,Prepaid,51,131,28,1290,289,Phone,Evening,International Calling,Credit Card,5,2,0,1
624,22,Female,Miami,Divorced,108356,3,Associate's,Prepaid,40,64,2,1836,164,Phone,Anytime,Data Rollover,Bank Transfer,6,2,1,0
625,39,Male,Houston,Widowed,46211,4,Associate's,Postpaid,7,127,8,745,174,Email,Afternoon,Data Rollover,Online,5,4,1,0
626,46,Male,Houston,Widowed,135426,5,Associate's,Prepaid,32,57,29,822,495,Email,Evening,Data Rollover,Debit Card,5,3,2,0
627,72,Female,Chicago,Single,35842,3,Associate's,Prepaid,48,31,11,1171,231,Phone,Morning,Data Rollover,Credit Card,5,0,2,1
628,20,Female,Los Angeles,Widowed,93115,4,Associate's,Postpaid,19,123,37,737,100,SMS,Anytime,Family Plan,Online,8,1,1,0
629,29,Male,Houston,Widowed,96852,1,High School,Prepaid,6,42,18,338,176,SMS,Evening,Unlimited Data,Credit Card,5,2,0,1
630,43,Male,Chicago,Widowed,75968,4,Associate's,Prepaid,20,70,14,1130,456,SMS,Anytime,Unlimited Data,Debit Card,6,3,1,0
631,33,Female,Chicago,Divorced,47508,5,Associate's,Prepaid,27,109,10,563,216,SMS,Evening,Data Rollover,Credit Card,8,3,0,1
632,68,Female,Miami,Single,52005,2,Associate's,Prepaid,53,88,35,552,291,Phone,Evening,Data Rollover,Credit Card,6,1,0,1
633,54,Male,Miami,Widowed,84575,1,Associate's,Postpaid,43,98,9,883,74,Email,Evening,Data Rollover,Online,9,1,0,0
634,39,Female,Chicago,Married,110742,3,Master's,Postpaid,37,148,35,996,385,Email,Evening,Unlimited Data,Bank Transfer,5,3,1,0
635,74,Male,Miami,Married,48971,5,Associate's,Prepaid,48,121,11,470,13,SMS,Anytime,Unlimited Data,Credit Card,8,1,0,0
636,46,Male,Houston,Married,55599,2,High School,Prepaid,7,82,44,1672,166,Phone,Afternoon,Data Rollover,Debit Card,8,3,1,0
637,31,Male,New York,Married,117592,4,High School,Postpaid,59,132,12,586,258,Phone,Anytime,Family Plan,Credit Card,5,1,0,1
638,45,Male,Houston,Divorced,96914,2,High School,Prepaid,5,74,3,1334,266,SMS,Evening,International Calling,Credit Card,7,1,0,0
639,22,Male,Chicago,Widowed,148062,5,Bachelor's,Prepaid,11,49,39,264,244,SMS,Anytime,International Calling,Bank Transfer,7,3,1,1
640,64,Female,Chicago,Single,97055,5,Master's,Prepaid,15,53,14,1248,315,SMS,Anytime,International Calling,Online,6,4,2,0
641,66,Female,Houston,Widowed,117697,2,Associate's,Prepaid,3,90,28,1460,375,Email,Anytime,Unlimited Data,Debit Card,5,3,2,0
642,47,Female,Miami,Divorced,136239,4,Bachelor's,Prepaid,58,120,11,291,479,SMS,Evening,Unlimited Data,Online,5,0,1,0
643,63,Female,Miami,Married,134397,2,Associate's,Prepaid,5,123,39,829,404,Email,Anytime,International Calling,Online,9,1,1,0
644,79,Male,Chicago,Divorced,35355,5,Bachelor's,Prepaid,23,87,25,313,83,Phone,Morning,International Calling,Online,7,2,2,0
645,69,Male,Los Angeles,Widowed,84120,5,Bachelor's,Prepaid,53,138,21,673,196,Phone,Evening,Family Plan,Credit Card,7,1,2,1
646,22,Male,Miami,Single,104619,3,High School,Prepaid,37,56,10,1451,71,Email,Anytime,Unlimited Data,Bank Transfer,5,0,2,0
647,29,Male,Houston,Divorced,68342,3,High School,Postpaid,9,55,43,1056,346,Email,Morning,Unlimited Data,Credit Card,6,2,1,1
648,33,Female,Miami,Single,115992,1,Bachelor's,Postpaid,15,36,15,480,173,Email,Anytime,International Calling,Debit Card,5,2,0,0
649,43,Male,Houston,Divorced,108860,5,High School,Postpaid,3,71,19,772,65,Email,Afternoon,Family Plan,Bank Transfer,6,3,1,1
650,43,Male,Chicago,Single,32257,3,Bachelor's,Prepaid,29,76,48,1701,120,SMS,Anytime,Family Plan,Online,7,4,2,0
651,65,Female,Miami,Single,57364,2,Master's,Prepaid,6,82,22,897,227,Phone,Anytime,International Calling,Bank Transfer,9,3,0,0
652,38,Female,Houston,Married,54972,4,High School,Postpaid,17,88,21,338,249,SMS,Afternoon,International Calling,Debit Card,8,2,1,0
653,56,Female,Chicago,Single,141715,2,High School,Prepaid,26,67,44,1655,30,Email,Evening,Unlimited Data,Credit Card,7,2,2,1
654,53,Female,Los Angeles,Married,56654,4,High School,Postpaid,21,98,32,799,150,SMS,Afternoon,International Calling,Credit Card,6,4,1,1
655,50,Male,Houston,Widowed,110769,3,Master's,Prepaid,8,116,23,1205,274,SMS,Evening,Data Rollover,Online,5,1,0,0
656,79,Male,Los Angeles,Widowed,111423,1,Bachelor's,Postpaid,21,121,13,1486,148,Phone,Afternoon,Family Plan,Credit Card,7,4,2,0
657,47,Female,Los Angeles,Married,59320,2,Associate's,Postpaid,57,127,5,604,468,SMS,Anytime,International Calling,Credit Card,9,3,1,0
658,54,Male,New York,Married,50808,2,High School,Postpaid,11,82,4,301,79,Phone,Anytime,Data Rollover,Debit Card,6,1,0,1
659,40,Male,Miami,Divorced,82389,2,Bachelor's,Prepaid,38,44,28,1019,394,Email,Evening,Family Plan,Bank Transfer,5,3,0,0
660,75,Male,Houston,Divorced,125690,4,Master's,Postpaid,8,125,14,1627,127,SMS,Evening,Data Rollover,Credit Card,8,4,1,1
661,27,Female,Los Angeles,Divorced,148581,3,Associate's,Prepaid,42,55,8,1767,207,Email,Morning,Data Rollover,Debit Card,6,1,0,0
662,71,Male,New York,Widowed,64773,2,High School,Prepaid,24,77,9,136,214,Phone,Morning,International Calling,Debit Card,5,4,2,1
663,22,Female,Chicago,Divorced,81168,2,Master's,Prepaid,35,124,35,743,223,Email,Anytime,Family Plan,Online,8,0,0,1
664,53,Male,Houston,Single,57747,1,Master's,Prepaid,55,48,37,1712,65,Email,Anytime,Data Rollover,Debit Card,5,2,1,1
665,51,Male,Los Angeles,Single,106396,1,Associate's,Prepaid,14,38,21,1724,296,Phone,Morning,Unlimited Data,Online,8,1,2,0
666,69,Male,Miami,Divorced,138374,3,Bachelor's,Prepaid,55,93,18,1525,479,Email,Morning,Family Plan,Credit Card,8,2,0,1
667,48,Female,New York,Single,137692,3,High School,Prepaid,14,122,33,864,302,Email,Evening,Unlimited Data,Online,8,0,0,0
668,27,Male,Los Angeles,Widowed,113692,5,High School,Postpaid,10,83,8,1979,184,Email,Afternoon,International Calling,Debit Card,5,1,2,1
669,75,Female,Miami,Single,87505,1,Bachelor's,Postpaid,12,80,49,805,356,SMS,Evening,Unlimited Data,Bank Transfer,8,2,2,0
670,36,Female,Los Angeles,Widowed,115896,5,Bachelor's,Postpaid,38,68,17,1299,379,Email,Morning,Family Plan,Bank Transfer,6,2,0,1
671,75,Female,Houston,Married,48135,4,Bachelor's,Prepaid,44,33,43,644,471,Phone,Anytime,Data Rollover,Credit Card,9,1,2,1
672,49,Male,Houston,Married,120887,5,Associate's,Prepaid,55,32,31,1693,137,SMS,Morning,Data Rollover,Credit Card,9,2,1,0
673,18,Male,Houston,Married,126035,2,Associate's,Prepaid,46,149,34,1590,440,SMS,Anytime,Family Plan,Bank Transfer,8,2,0,0
674,73,Male,New York,Married,77377,5,High School,Prepaid,34,93,6,1324,387,Phone,Anytime,Data Rollover,Online,9,1,1,1
675,22,Male,Houston,Single,53554,3,Associate's,Postpaid,41,58,22,639,334,Email,Anytime,Unlimited Data,Credit Card,9,2,0,1
676,62,Female,Miami,Divorced,92491,4,Master's,Prepaid,10,145,14,1670,451,SMS,Anytime,Data Rollover,Debit Card,8,2,1,0
677,21,Female,Los Angeles,Single,85621,2,High School,Postpaid,58,40,3,1116,301,SMS,Afternoon,Data Rollover,Credit Card,8,3,1,1
678,33,Female,Chicago,Widowed,144667,5,Associate's,Prepaid,17,126,12,1760,297,SMS,Morning,Unlimited Data,Online,6,3,2,1
679,41,Male,Miami,Single,88283,4,Bachelor's,Postpaid,17,131,36,493,235,Email,Evening,Unlimited Data,Credit Card,7,0,0,0
680,33,Female,Miami,Single,115140,4,Master's,Prepaid,3,87,12,932,73,SMS,Anytime,Unlimited Data,Debit Card,5,3,2,0
681,72,Male,Houston,Widowed,46923,2,Bachelor's,Postpaid,31,104,45,1165,464,Phone,Anytime,International Calling,Debit Card,8,3,2,0
682,19,Female,New York,Married,77591,5,High School,Prepaid,51,56,2,696,435,Email,Evening,Unlimited Data,Debit Card,8,0,0,1
683,66,Male,Los Angeles,Married,92261,4,Bachelor's,Postpaid,1,126,2,492,57,Phone,Evening,Unlimited Data,Online,9,2,1,1
684,45,Male,New York,Married,146149,4,Associate's,Prepaid,12,50,15,799,211,Phone,Anytime,International Calling,Online,6,2,0,1
685,49,Female,Los Angeles,Divorced,84336,1,Associate's,Postpaid,39,68,23,1746,346,SMS,Evening,Data Rollover,Debit Card,9,3,0,0
686,44,Female,Los Angeles,Widowed,104083,4,High School,Postpaid,4,124,29,1906,423,SMS,Evening,Unlimited Data,Debit Card,8,0,0,1
687,37,Female,New York,Widowed,90948,1,Bachelor's,Prepaid,42,131,17,540,414,SMS,Afternoon,Family Plan,Online,8,2,2,0
688,41,Female,Miami,Single,139819,5,High School,Postpaid,13,75,32,1960,69,Phone,Evening,Unlimited Data,Online,9,4,0,0
689,29,Male,Los Angeles,Divorced,63002,5,Bachelor's,Prepaid,34,95,7,1740,406,Email,Morning,Unlimited Data,Online,8,1,0,1
690,67,Female,New York,Married,110098,5,Master's,Prepaid,42,120,30,1629,266,SMS,Morning,International Calling,Bank Transfer,7,1,0,0
691,52,Female,Los Angeles,Divorced,146236,3,Associate's,Prepaid,21,65,28,1017,74,SMS,Morning,Family Plan,Online,5,1,1,1
692,77,Female,Chicago,Widowed,103016,5,High School,Postpaid,22,104,14,419,248,Phone,Anytime,Data Rollover,Debit Card,5,3,1,0
693,50,Male,Miami,Widowed,56672,4,Master's,Postpaid,57,140,44,652,298,Email,Morning,Data Rollover,Bank Transfer,5,1,1,0
694,50,Male,Houston,Single,34213,2,Master's,Prepaid,4,111,30,1338,47,Phone,Afternoon,Family Plan,Online,7,1,1,0
695,78,Female,Los Angeles,Single,40293,1,High School,Prepaid,18,94,17,1194,34,SMS,Morning,Unlimited Data,Debit Card,8,4,2,1
696,68,Male,Chicago,Widowed,129977,3,High School,Postpaid,5,92,32,667,419,Phone,Anytime,International Calling,Credit Card,9,2,2,0
697,60,Female,Houston,Married,85860,5,Master's,Postpaid,19,128,46,1018,470,SMS,Afternoon,Family Plan,Bank Transfer,6,4,0,1
698,54,Male,Houston,Married,92507,5,Bachelor's,Postpaid,2,64,6,335,68,Email,Morning,Family Plan,Debit Card,8,3,2,0
699,29,Male,Los Angeles,Divorced,87134,2,Master's,Prepaid,12,60,24,1404,485,Phone,Afternoon,Data Rollover,Credit Card,7,1,1,0
700,20,Male,New York,Widowed,32100,2,High School,Prepaid,17,57,6,1086,426,SMS,Afternoon,International Calling,Debit Card,7,2,0,0
701,18,Male,Los Angeles,Widowed,140153,3,Master's,Prepaid,10,132,27,1740,366,SMS,Anytime,Family Plan,Online,5,1,0,1
702,50,Female,Chicago,Married,91997,1,Bachelor's,Prepaid,34,30,18,1285,392,SMS,Anytime,International Calling,Online,8,1,1,1
703,57,Female,Houston,Married,58172,5,Associate's,Prepaid,6,54,24,1314,306,SMS,Afternoon,Unlimited Data,Credit Card,5,3,1,1
704,27,Female,Los Angeles,Widowed,50132,3,Associate's,Postpaid,8,72,37,1132,167,Phone,Morning,Data Rollover,Online,6,1,1,1
705,60,Male,New York,Single,147861,4,Master's,Prepaid,51,131,24,159,66,SMS,Anytime,Unlimited Data,Debit Card,5,0,2,1
706,61,Female,Los Angeles,Widowed,48199,4,Bachelor's,Postpaid,11,113,38,992,442,Phone,Afternoon,International Calling,Credit Card,6,2,0,0
707,46,Female,Miami,Widowed,66609,3,Associate's,Postpaid,57,96,34,1940,57,SMS,Evening,Unlimited Data,Debit Card,7,2,1,0
708,30,Female,New York,Married,72965,5,Master's,Prepaid,12,92,40,324,337,Phone,Evening,Data Rollover,Debit Card,5,0,0,1
709,29,Male,Chicago,Married,38016,3,Master's,Postpaid,9,80,47,1942,442,Phone,Anytime,International Calling,Debit Card,5,3,0,1
710,48,Male,Houston,Single,69779,5,Bachelor's,Prepaid,2,31,15,799,440,SMS,Morning,Family Plan,Online,9,1,2,1
711,63,Male,Los Angeles,Single,132797,2,High School,Postpaid,8,111,11,681,65,SMS,Evening,Unlimited Data,Online,7,1,0,1
712,19,Female,New York,Divorced,61881,3,Master's,Prepaid,58,137,22,1928,74,SMS,Evening,Data Rollover,Debit Card,9,2,1,0
713,78,Female,Miami,Widowed,112594,5,High School,Prepaid,11,93,24,1410,277,SMS,Evening,Family Plan,Bank Transfer,6,3,1,1
714,68,Female,New York,Married,54472,3,High School,Postpaid,53,103,1,1093,78,Email,Morning,Data Rollover,Debit Card,6,3,0,1
715,67,Male,Miami,Single,136882,3,Associate's,Prepaid,36,98,18,268,225,SMS,Morning,International Calling,Debit Card,7,3,0,1
716,52,Male,Chicago,Divorced,130462,5,High School,Postpaid,10,38,44,1185,399,SMS,Anytime,International Calling,Credit Card,6,1,2,1
717,40,Female,Houston,Divorced,81813,5,Bachelor's,Prepaid,21,31,12,1472,98,SMS,Anytime,Unlimited Data,Debit Card,7,3,1,0
718,34,Male,Chicago,Married,130368,1,Associate's,Prepaid,20,63,43,1565,458,Phone,Evening,Data Rollover,Online,6,0,1,0
719,43,Male,Los Angeles,Married,66021,3,Associate's,Prepaid,48,89,28,113,290,SMS,Morning,Data Rollover,Credit Card,8,4,0,1
720,25,Male,New York,Divorced,84131,4,Associate's,Postpaid,8,131,40,263,266,Phone,Afternoon,Data Rollover,Bank Transfer,5,3,0,0
721,46,Male,Miami,Single,54087,3,Master's,Postpaid,36,90,7,1543,169,Phone,Evening,International Calling,Credit Card,8,4,0,0
722,43,Female,Miami,Divorced,42828,3,Master's,Prepaid,29,60,23,856,499,Phone,Anytime,Unlimited Data,Bank Transfer,7,1,1,1
723,27,Male,New York,Widowed,91610,5,High School,Postpaid,42,39,21,1970,243,Phone,Morning,Data Rollover,Credit Card,7,3,0,1
724,43,Male,New York,Widowed,126664,3,Associate's,Prepaid,12,143,34,1643,140,Email,Anytime,Data Rollover,Credit Card,8,2,2,0
725,79,Male,Los Angeles,Married,31401,3,Associate's,Postpaid,14,105,11,1789,58,SMS,Anytime,Family Plan,Bank Transfer,5,1,2,0
726,51,Male,Chicago,Single,115179,4,Bachelor's,Postpaid,48,65,22,1671,156,Phone,Morning,Data Rollover,Online,5,0,0,0
727,68,Female,Miami,Single,45193,5,High School,Prepaid,54,147,42,1683,325,SMS,Evening,Unlimited Data,Online,9,0,2,0
728,58,Female,Los Angeles,Widowed,122389,3,Bachelor's,Prepaid,50,114,35,1720,422,Phone,Morning,Family Plan,Online,6,4,2,0
729,24,Male,Chicago,Divorced,74864,2,High School,Prepaid,21,78,29,1151,443,Email,Evening,Family Plan,Credit Card,9,4,2,1
730,21,Male,Los Angeles,Married,50307,1,High School,Prepaid,22,140,42,1831,11,Phone,Anytime,Family Plan,Debit Card,5,2,2,0
731,75,Male,Miami,Divorced,132518,4,Master's,Prepaid,21,99,28,545,338,SMS,Morning,International Calling,Credit Card,8,2,2,0
732,70,Male,New York,Divorced,49611,3,Master's,Postpaid,44,141,18,1331,449,SMS,Afternoon,Family Plan,Debit Card,6,0,1,0
733,67,Male,New York,Divorced,73791,2,Bachelor's,Postpaid,50,78,14,1593,154,Email,Evening,Data Rollover,Debit Card,8,3,0,0
734,62,Male,Chicago,Single,41950,3,High School,Prepaid,30,32,18,815,453,SMS,Afternoon,International Calling,Online,9,0,2,0
735,28,Female,Houston,Widowed,106240,3,Associate's,Prepaid,39,103,28,1075,375,SMS,Evening,International Calling,Debit Card,7,0,0,0
736,46,Male,Chicago,Single,138647,5,Master's,Prepaid,20,34,24,918,429,Phone,Morning,International Calling,Credit Card,8,2,2,0
737,73,Female,Houston,Widowed,107403,5,Associate's,Postpaid,24,139,8,203,70,SMS,Afternoon,International Calling,Credit Card,9,4,1,0
738,53,Female,Los Angeles,Married,32745,5,Bachelor's,Prepaid,23,119,42,841,282,Phone,Morning,International Calling,Online,9,2,1,1
739,42,Male,Los Angeles,Married,85243,2,Master's,Prepaid,7,90,45,525,58,Email,Evening,International Calling,Bank Transfer,9,2,2,1
740,38,Female,Miami,Divorced,33866,3,Master's,Postpaid,9,114,8,1224,341,SMS,Evening,International Calling,Credit Card,7,2,2,0
741,78,Female,Houston,Widowed,62245,1,High School,Postpaid,1,138,4,1664,453,Phone,Evening,Family Plan,Debit Card,7,0,2,1
742,74,Female,Miami,Widowed,74724,4,Bachelor's,Postpaid,26,119,27,738,413,SMS,Evening,Unlimited Data,Credit Card,7,3,1,1
743,53,Female,New York,Widowed,101354,5,High School,Postpaid,38,131,36,949,443,Phone,Anytime,Data Rollover,Credit Card,6,0,1,1
744,27,Female,Houston,Divorced,81374,5,Master's,Prepaid,38,137,5,1645,140,Email,Evening,Data Rollover,Credit Card,7,1,0,1
745,54,Female,Chicago,Divorced,144397,3,Bachelor's,Postpaid,54,55,33,1229,52,Phone,Afternoon,Family Plan,Bank Transfer,7,2,1,1
746,26,Male,New York,Married,147480,3,Master's,Postpaid,44,101,49,1802,66,SMS,Evening,Family Plan,Debit Card,7,2,2,1
747,41,Female,New York,Single,60116,2,Bachelor's,Prepaid,22,34,34,868,59,Phone,Morning,International Calling,Online,8,1,0,0
748,52,Female,Chicago,Widowed,111029,2,Master's,Prepaid,44,44,30,1930,461,SMS,Anytime,Unlimited Data,Credit Card,7,2,1,0
749,66,Female,New York,Widowed,123574,5,Associate's,Prepaid,10,45,8,376,474,Email,Afternoon,International Calling,Debit Card,6,2,1,1
750,52,Male,Houston,Single,50447,3,Associate's,Postpaid,55,30,39,1188,187,Phone,Anytime,Family Plan,Debit Card,9,2,2,0
751,65,Female,Miami,Widowed,60431,1,High School,Prepaid,58,45,47,1906,302,SMS,Anytime,International Calling,Online,8,1,0,1
752,53,Male,New York,Divorced,47908,4,Associate's,Postpaid,6,66,26,999,55,SMS,Anytime,Data Rollover,Credit Card,5,0,1,0
753,35,Female,Houston,Divorced,59336,3,Master's,Postpaid,17,32,37,287,179,SMS,Morning,Data Rollover,Bank Transfer,7,2,1,0
754,66,Male,Los Angeles,Widowed,70992,3,Master's,Postpaid,51,81,34,1440,280,Phone,Anytime,International Calling,Debit Card,9,3,2,0
755,56,Male,Houston,Divorced,85350,2,Associate's,Prepaid,50,76,7,1261,426,Phone,Anytime,Unlimited Data,Online,9,1,0,1
756,49,Female,Miami,Divorced,99561,4,High School,Postpaid,38,124,40,1466,345,Phone,Evening,International Calling,Bank Transfer,8,4,0,0
757,41,Female,Houston,Widowed,147254,5,Associate's,Prepaid,24,42,28,204,148,Email,Morning,International Calling,Debit Card,5,1,0,0
758,40,Male,Chicago,Married,81955,3,Bachelor's,Prepaid,51,149,39,645,256,SMS,Afternoon,Unlimited Data,Credit Card,6,0,0,1
759,79,Female,Miami,Single,91240,5,Bachelor's,Prepaid,10,109,39,479,157,SMS,Afternoon,Unlimited Data,Debit Card,9,1,2,1
760,49,Male,Los Angeles,Divorced,50093,3,Bachelor's,Postpaid,56,84,28,209,239,Email,Afternoon,Unlimited Data,Bank Transfer,9,4,1,0
761,54,Male,Chicago,Married,36155,5,Associate's,Postpaid,8,136,14,644,289,Email,Morning,Data Rollover,Bank Transfer,9,3,1,1
762,29,Male,Houston,Divorced,76607,4,Associate's,Postpaid,21,50,38,453,134,Phone,Afternoon,International Calling,Credit Card,9,4,0,0
763,66,Male,Miami,Divorced,63487,2,Associate's,Prepaid,56,95,4,842,201,Phone,Morning,Family Plan,Credit Card,8,1,0,0
764,72,Male,Los Angeles,Single,143194,4,Bachelor's,Postpaid,6,83,42,416,383,Phone,Evening,Unlimited Data,Online,5,4,0,1
765,30,Female,Chicago,Divorced,85668,1,High School,Postpaid,21,56,18,1389,89,Phone,Evening,Unlimited Data,Credit Card,9,1,1,1
766,40,Male,Los Angeles,Single,50963,2,Master's,Postpaid,57,67,44,1817,103,Phone,Morning,International Calling,Online,6,3,1,0
767,42,Male,Houston,Single,80124,4,Associate's,Postpaid,39,119,48,1975,235,Phone,Afternoon,Family Plan,Bank Transfer,6,3,0,1
768,52,Female,Los Angeles,Single,82870,1,High School,Postpaid,24,87,25,1188,74,Email,Morning,International Calling,Bank Transfer,7,0,2,0
769,58,Male,New York,Married,86547,3,Master's,Prepaid,33,91,7,432,97,Email,Morning,International Calling,Debit Card,9,3,1,1
770,47,Female,Chicago,Widowed,94110,3,Master's,Prepaid,59,131,38,1636,97,Email,Anytime,Unlimited Data,Debit Card,9,2,1,1
771,34,Female,Los Angeles,Married,83554,5,Master's,Prepaid,18,75,28,1256,210,SMS,Morning,Unlimited Data,Online,9,4,0,1
772,66,Female,Houston,Widowed,50936,2,High School,Prepaid,56,118,5,691,223,SMS,Anytime,Data Rollover,Credit Card,9,4,2,1
773,79,Male,Houston,Widowed,146895,3,High School,Postpaid,28,40,3,882,213,Phone,Evening,Family Plan,Credit Card,9,1,0,1
774,37,Male,Los Angeles,Single,34426,2,Bachelor's,Prepaid,57,101,44,1876,410,Email,Anytime,Family Plan,Debit Card,6,3,0,0
775,65,Male,Houston,Divorced,118839,3,High School,Postpaid,52,37,31,639,391,SMS,Morning,Unlimited Data,Bank Transfer,5,0,2,0
776,42,Female,Miami,Single,140816,5,High School,Prepaid,32,126,47,834,98,SMS,Evening,Unlimited Data,Online,5,0,2,0
777,39,Male,Miami,Divorced,57606,4,High School,Prepaid,12,146,42,1658,485,Email,Anytime,Unlimited Data,Bank Transfer,7,0,2,1
778,30,Female,Miami,Widowed,77832,5,Master's,Prepaid,48,100,20,1619,70,SMS,Morning,Family Plan,Bank Transfer,6,2,1,0
779,76,Male,New York,Single,58151,1,Associate's,Postpaid,42,93,19,720,280,SMS,Evening,Data Rollover,Credit Card,9,3,0,0
780,36,Female,Los Angeles,Divorced,109303,3,Bachelor's,Postpaid,27,131,48,718,103,Email,Anytime,Family Plan,Online,5,0,1,1
