gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Preference_Tenure,Preference_MonthlyCharges,Preference_TotalCharges,NonPreference_Tenure,NonPreference_MonthlyCharges,NonPreference_TotalCharges
Male,1,Yes,No,54,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24.95,1364.75,No,0.6567808884737264,0.4589672611218568,0.9158709025412252,0.3432191115262736,0.5410327388781432,0.08412909745877484
Female,0,Yes,Yes,30,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,64.5,1985.15,No,0.5230546880987594,0.47359045176753,0.7888091759908701,0.47694531190124057,0.52640954823247,0.21119082400912992
Female,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.65,655.85,Yes,0.8469377416298873,0.6042470367403752,0.8490758262883115,0.15306225837011267,0.39575296325962483,0.15092417371168854
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.0,303.15,Yes,0.10625274999099044,0.16220443535557028,0.5094347614079779,0.8937472500090096,0.8377955646444297,0.49056523859202206
Female,0,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.95,4335.2,No,0.829516640558441,0.08274165716697568,0.2895881375739293,0.170483359441559,0.9172583428330243,0.7104118624260707
Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.85,647.5,No,0.6509178999698826,0.946911501852871,0.92195667156372,0.3490821000301174,0.053088498147129015,0.07804332843628004
Female,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.85,1574.45,Yes,0.21492954390011454,0.28827462379154944,0.5562332822173397,0.7850704560998855,0.7117253762084506,0.4437667177826603
Female,0,No,No,62,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),43.6,2748.7,No,0.7369056156720564,0.7616397318013699,0.2723690074477625,0.26309438432794363,0.2383602681986301,0.7276309925522375
Male,0,No,No,28,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),91.25,2483.65,No,0.7413332879208887,0.5339123990748041,0.9449292941454802,0.2586667120791113,0.46608760092519586,0.055070705854519786
Female,0,No,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.75,6367.2,No,0.1080015844823825,0.6844644166123528,0.18596299922429693,0.8919984155176175,0.3155355833876472,0.8140370007757031
Female,0,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.4,4904.2,No,0.2664468110210094,0.04601432316612564,0.7655616477200069,0.7335531889789906,0.9539856768338744,0.2344383522799931
Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,90.15,2044.95,No,0.6388649039268323,0.6809893323922553,0.22415090554909,0.36113509607316774,0.31901066760774466,0.77584909445091
Male,0,Yes,Yes,47,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,40.3,1794.8,No,0.3805746630158313,0.8438571715325364,0.8090002363520813,0.6194253369841687,0.15614282846746363,0.1909997636479187
Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.25,7173.15,No,0.7652449460248011,0.7631740374268087,0.6083367185140589,0.2347550539751989,0.23682596257319133,0.3916632814859411
Female,1,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,106.0,6441.4,Yes,0.5360424408076255,0.5470655762928628,0.5262421513838841,0.46395755919237447,0.4529344237071372,0.4737578486161159
Female,0,No,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,104.0,7039.05,No,0.8569970748307678,0.037078266597236675,0.4828854441405882,0.1430029251692322,0.9629217334027633,0.5171145558594118
Female,0,No,No,14,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.65,921.4,No,0.11102601540791324,0.4934154192944137,0.090009884750331,0.8889739845920868,0.5065845807055863,0.909990115249669
Male,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.3,4018.35,No,0.7337467724624002,0.2710666324287614,0.41962472105021553,0.26625322753759983,0.7289333675712386,0.5803752789497845
Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,100.9,5448.6,No,0.4646399700689676,0.5617904307041535,0.26470579095182456,0.5353600299310324,0.43820956929584653,0.7352942090481754
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,No,0.5193909558246362,0.5786566453292628,0.9983920746642081,0.48060904417536376,0.42134335467073725,0.0016079253357919043
Male,0,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.9,49.9,Yes,0.2840455621221746,0.39578362890584196,0.7001211784661056,0.7159544378778254,0.604216371094158,0.29987882153389445
Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.9,2085.45,No,0.2690631536826119,0.7531568187246139,0.7297913711102476,0.7309368463173881,0.24684318127538607,0.2702086288897524
Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.35,1358.85,Yes,0.18980381538838287,0.3488737826768915,0.7417203094254808,0.8101961846116171,0.6511262173231085,0.25827969057451916
Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.1,5135.15,No,0.3733456825587742,0.22962039407454038,0.5621017261879205,0.6266543174412258,0.7703796059254596,0.43789827381207946
Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,730.1,No,0.23898784499249692,0.6270703483721515,0.7250851083699946,0.7610121550075031,0.3729296516278485,0.2749148916300054
Female,1,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,2869.85,Yes,0.18972807629864252,0.09423925179541293,0.17668087102872165,0.8102719237013575,0.9057607482045871,0.8233191289712783
Female,1,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.55,118.25,No,0.9617959126059913,0.31210308310126744,0.7398963127224043,0.03820408739400871,0.6878969168987326,0.2601036872775957
Male,1,Yes,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.25,49.25,Yes,0.4474142824826589,0.4006438781115276,0.0487548500840147,0.5525857175173411,0.5993561218884724,0.9512451499159853
Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.6,1108.6,No,0.6781223326131219,0.07563890363703973,0.4150747486598949,0.32187766738687806,0.9243610963629603,0.5849252513401051
Female,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.05,1815.65,No,0.37414815850767913,0.09175939391691001,0.5625315914500034,0.6258518414923209,0.90824060608309,0.4374684085499966
Female,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,730.4,No,0.5697937438063874,0.5448334092507363,0.15965533863274317,0.43020625619361264,0.4551665907492637,0.8403446613672568
Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.05,75.45,No,0.4992021090336326,0.71228261202581,0.231565761893903,0.5007978909663674,0.28771738797419,0.768434238106097
Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.7,5071.05,Yes,0.6126881483507907,0.9002642906046967,0.035083618321948284,0.38731185164920934,0.0997357093953033,0.9649163816780517
Male,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.4,4014.6,No,0.722728754448925,0.8889808165090561,0.09276589613803421,0.27727124555107496,0.11101918349094386,0.9072341038619658
Male,0,Yes,No,10,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.95,568.85,No,0.663909205751314,0.3916321295384646,0.16708628059135977,0.33609079424868604,0.6083678704615354,0.8329137194086402
Female,0,Yes,No,61,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),93.7,5860.7,No,0.7621033886497018,0.617643513898686,0.08602837900821658,0.23789661135029816,0.382356486101314,0.9139716209917834
Female,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.25,7279.35,No,0.14630440791225285,0.11232001213680753,0.17399246063777063,0.8536955920877471,0.8876799878631925,0.8260075393622294
Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,98.9,1064.95,No,0.09403114050354289,0.0889438649648947,0.6079451247315797,0.9059688594964571,0.9110561350351053,0.3920548752684203
Male,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,89.75,5769.6,Yes,0.33889943307925674,0.2610319170333343,0.0141449893436697,0.6611005669207433,0.7389680829666657,0.9858550106563303
Female,0,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.45,5886.85,No,0.48182786087509044,0.6675817686302359,0.5441556060377621,0.5181721391249096,0.3324182313697641,0.45584439396223786
Male,0,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,79.4,4238.45,No,0.22440258642932365,0.11834303513448985,0.06362932392696441,0.7755974135706764,0.8816569648655102,0.9363706760730356
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.3,20.3,Yes,0.773224529969948,0.3271465858832936,0.6329555614706988,0.22677547003005205,0.6728534141167064,0.36704443852930124
Female,0,No,No,7,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),62.8,418.3,No,0.7195559442230915,0.9959373687990819,0.326653857615369,0.28044405577690845,0.004062631200918099,0.673346142384631
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.9,136.05,No,0.913578918296801,0.2482856842538973,0.41623698565370204,0.08642108170319895,0.7517143157461027,0.583763014346298
Female,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,708.2,No,0.7289601976453268,0.7587279512950651,0.0034356863531527226,0.2710398023546732,0.2412720487049349,0.9965643136468473
Male,0,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.85,788.55,No,0.10714531786189696,0.05949829320276967,0.9254742409210106,0.892854682138103,0.9405017067972303,0.0745257590789894
Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.95,700.85,Yes,0.6649948238340624,0.7126870111161298,0.7666337322970594,0.3350051761659376,0.28731298888387025,0.23336626770294056
Female,0,Yes,No,64,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,68.3,4378.8,No,0.4120593377116154,0.4184921470187978,0.04150302219177837,0.5879406622883846,0.5815078529812022,0.9584969778082216
Male,0,No,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),48.4,3442.8,No,0.2596147771366438,0.6575585991315914,0.8192001084404974,0.7403852228633562,0.3424414008684086,0.1807998915595026
Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,181.7,Yes,0.6019514224019971,0.020573595812578005,0.4594553313727082,0.39804857759800294,0.979426404187422,0.5405446686272918
Male,1,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,105.05,7171.7,No,0.302190167339327,0.7642609923485958,0.27432415286839495,0.697809832660673,0.2357390076514042,0.725675847131605
Female,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.3,4016.85,Yes,0.5308563256808755,0.16434037729669282,0.5472682874012079,0.4691436743191245,0.8356596227033072,0.4527317125987921
Female,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.15,553,No,0.5759773853564093,0.25081768942294347,0.965490045916294,0.4240226146435907,0.7491823105770565,0.03450995408370605
Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,96.85,No,0.5290669153175487,0.7145072062436597,0.43805299786811114,0.4709330846824513,0.2854927937563403,0.5619470021318889
Male,0,Yes,Yes,44,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),92.95,4122.9,No,0.010686520253527898,0.6076560043099889,0.27303332757306553,0.9893134797464721,0.3923439956900111,0.7269666724269345
Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.7,1482.3,No,0.348738914166999,0.2543906140777221,0.5643295694531832,0.651261085833001,0.7456093859222779,0.43567043054681676
Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.3,74.3,Yes,0.7904622642826705,0.8437143035743963,0.21745652429167683,0.20953773571732948,0.15628569642560375,0.7825434757083232
Male,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,1240.8,No,0.34689564414614005,0.05655129177371743,0.4809670279947633,0.65310435585386,0.9434487082262826,0.5190329720052367
Male,0,No,No,1,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,44.65,44.65,Yes,0.5093794997730307,0.20772386404171006,0.35660642834260947,0.49062050022696935,0.7922761359582899,0.6433935716573905
Male,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,84.05,1095.3,Yes,0.34663207969126386,0.17912088433166673,0.39329760750270704,0.6533679203087361,0.8208791156683333,0.606702392497293
Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.7,788.8,Yes,0.19923790748845183,0.04344724109150988,0.7188141194108865,0.8007620925115482,0.9565527589084901,0.28118588058911353
Male,1,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.35,6578.55,No,0.19975347066528681,0.5986304097586412,0.10690276486761274,0.8002465293347132,0.40136959024135876,0.8930972351323873
Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,No,0.748859584640402,0.9765698614378274,0.5507871176086538,0.25114041535959797,0.023430138562172576,0.44921288239134616
Male,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,74.05,2802.3,No,0.627952659636836,0.892388733952331,0.24403756551962663,0.372047340363164,0.10761126604766902,0.7559624344803734
Male,0,No,Yes,23,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,40.1,857.75,No,0.932057041088958,0.6610698450457575,0.3231026877014427,0.06794295891104196,0.3389301549542425,0.6768973122985573
Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,184.4,No,0.4210046599370373,0.2413687344562624,0.5553959921252264,0.5789953400629627,0.7586312655437376,0.4446040078747736
Male,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.7,364.55,Yes,0.6365672593725238,0.7572326511723687,0.5823577115818269,0.3634327406274762,0.2427673488276313,0.4176422884181731
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.55,6093.3,No,0.4685395758399834,0.9272977663115081,0.43891293240077334,0.5314604241600166,0.07270223368849194,0.5610870675992267
Female,0,Yes,No,35,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,56.85,1861.1,No,0.47393787286906197,0.6735764246396558,0.9293272573810188,0.526062127130938,0.32642357536034416,0.07067274261898115
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,20.4,Yes,0.8540873756008774,0.7553831933656093,0.13445695232133825,0.14591262439912256,0.24461680663439067,0.8655430476786617
Female,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.55,1079.65,No,0.4543027437485102,0.7928222631843066,0.14543547003182244,0.5456972562514898,0.2071777368156934,0.8545645299681776
Male,0,Yes,Yes,70,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,106.15,7475.1,No,0.9281668006312838,0.6302082071481697,0.4372649935354772,0.07183319936871624,0.3697917928518303,0.5627350064645228
Male,0,Yes,Yes,38,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.95,2862.55,No,0.6205072571476393,0.4721698082623794,0.35237135205552883,0.3794927428523607,0.5278301917376206,0.6476286479444712
Female,0,Yes,Yes,60,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.75,3069.45,No,0.08542429297114362,0.5232483057016047,0.4474834657351764,0.9145757070288564,0.47675169429839526,0.5525165342648236
Male,0,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),92.4,2349.8,No,0.06798291605090445,0.9282778334328822,0.6570657224947584,0.9320170839490955,0.07172216656711783,0.34293427750524164
Female,0,No,No,8,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),58.2,469.25,No,0.9823142123446809,0.9782840419560147,0.8134402933723314,0.01768578765531914,0.021715958043985295,0.18655970662766863
Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,102.6,4213.35,Yes,0.3993593860447815,0.8418626424142591,0.08649474312642591,0.6006406139552185,0.15813735758574088,0.9135052568735741
Female,1,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),91.95,3301.05,No,0.5874588318505717,0.35703263067386826,0.9464537229171063,0.4125411681494283,0.6429673693261317,0.05354627708289372
Male,1,No,No,54,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),65.25,3529.95,No,0.4315860696701923,0.5463705647321258,0.8406577416105115,0.5684139303298077,0.45362943526787425,0.15934225838948846
Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.0,7723.7,Yes,0.158896438494607,0.06922173449077385,0.2869843532430837,0.841103561505393,0.9307782655092262,0.7130156467569163
Female,0,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.1,4144.9,No,0.12555170305093377,0.23776902345274464,0.7589783512656931,0.8744482969490662,0.7622309765472554,0.24102164873430687
Female,0,No,No,72,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),59.75,4265,No,0.21269615262495822,0.85682720140232,0.16383307398521085,0.7873038473750418,0.14317279859767995,0.8361669260147891
Female,0,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.1,154.65,Yes,0.6053378112295557,0.04939362251637924,0.892298632115384,0.39466218877044434,0.9506063774836208,0.10770136788461604
Female,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),59.8,3246.45,No,0.5465335873757587,0.6139983436028305,0.6483198015060305,0.45346641262424126,0.38600165639716955,0.3516801984939695
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.6,8337.45,No,0.3285884322865048,0.5784485965492128,0.8394938930796836,0.6714115677134952,0.42155140345078723,0.16050610692031642
Male,0,No,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.3,5731.4,No,0.04417423970816814,0.02488626326382315,0.4248314386478734,0.9558257602918319,0.9751137367361769,0.5751685613521266
Female,1,No,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),101.4,6176.6,No,0.32402805011222846,0.13620810366598923,0.8357486833314648,0.6759719498877715,0.8637918963340108,0.1642513166685352
Female,0,No,No,39,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.65,1905.4,No,0.39830332365240295,0.5902626146893288,0.49540953455529524,0.601696676347597,0.40973738531067116,0.5045904654447048
Female,0,No,No,15,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,56.15,931.9,No,0.7564237829340678,0.5373919333509702,0.7522665124716423,0.24357621706593224,0.46260806664902976,0.24773348752835767
Male,0,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.5,7348.8,Yes,0.7374839894934233,0.030374846635656816,0.002595413523669876,0.2625160105065767,0.9696251533643432,0.9974045864763301
Male,0,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.2,776.25,No,0.22140809653603255,0.5160443842998772,0.22014995435514662,0.7785919034639674,0.4839556157001228,0.7798500456448534
Female,1,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),83.0,5243.05,No,0.22767395199424867,0.021745449338140377,0.5928534432586712,0.7723260480057513,0.9782545506618596,0.4071465567413288
Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.1,141.65,No,0.6278828273877696,0.2910644707937602,0.6349603823357314,0.37211717261223043,0.7089355292062398,0.3650396176642686
Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.3,7679.65,No,0.6517763473952897,0.24521502802200656,0.10734813690028411,0.34822365260471033,0.7547849719779934,0.8926518630997159
Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.05,2954.5,Yes,0.5611027760705191,0.07528678627832552,0.24150958830682145,0.43889722392948094,0.9247132137216745,0.7584904116931785
Male,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.25,1006.9,No,0.11197138032779375,0.6737061234587324,0.7320763981148214,0.8880286196722063,0.3262938765412676,0.2679236018851786
Female,0,Yes,No,58,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,45.35,2540.1,No,0.28572014839159043,0.4289656207062066,0.2802574683723744,0.7142798516084096,0.5710343792937934,0.7197425316276256
Male,0,No,No,67,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,43.9,3097.2,No,0.03170321146107313,0.24735257500572272,0.6822013474835062,0.9682967885389269,0.7526474249942773,0.31779865251649375
Female,1,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.5,3807.35,Yes,0.7615941474726534,0.26882104318721833,0.5228929075484577,0.23840585252734658,0.7311789568127817,0.47710709245154226
Male,0,Yes,No,31,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,79.3,2484,No,0.8065034273644852,0.9104237402509756,0.847150701121895,0.19349657263551479,0.08957625974902439,0.15284929887810506
Male,1,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),84.9,5785.65,No,0.9204805994112247,0.5501760129969601,0.62016518219887,0.07951940058877527,0.44982398700303994,0.37983481780113004
Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,79.25,2619.15,No,0.08791556678404544,0.2537027008877547,0.5566541522205487,0.9120844332159546,0.7462972991122453,0.4433458477794513
Female,0,No,No,21,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),71.05,1524.85,No,0.9062129562245375,0.5129402043371136,0.295986226935921,0.09378704377546254,0.4870597956628864,0.704013773064079
Male,0,No,No,52,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,53.75,2790.65,No,0.9184252230271858,0.3787156594475688,0.2020733967586571,0.08157477697281423,0.6212843405524312,0.7979266032413429
Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.25,1784.5,No,0.9977059924321842,0.8953467695309529,0.09236132728419089,0.0022940075678158367,0.10465323046904706,0.9076386727158091
Female,0,Yes,No,72,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,54.2,3937.45,Yes,0.7778885680443031,0.22718940266754928,0.7971059826139458,0.22211143195569694,0.7728105973324507,0.20289401738605417
Male,0,Yes,Yes,52,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),44.25,2276.1,No,0.2626378356410527,0.16512708035328405,0.37082496472437276,0.7373621643589473,0.834872919646716,0.6291750352756272
Female,0,No,No,41,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),50.05,2029.05,No,0.2645588697189384,0.8973837839806634,0.4259986469852707,0.7354411302810616,0.10261621601933657,0.5740013530147293
Male,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,802.35,No,0.6882168777089944,0.2089743035925552,0.9317942828694304,0.3117831222910056,0.7910256964074448,0.06820571713056955
